#separator:tab
#html:true
#columns:CardType	SourceId	Prompt	Answer	Audio	Context	Tags
dictation	smal001	Listen and type the Russian you hear.	Я юри́ст	[sound:zastolom_smal001.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p2 type_dictation source_smal001
dictation	smal002	Listen and type the Russian you hear.	Я из Аме́рики	[sound:zastolom_smal002.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p2 type_dictation source_smal002
dictation	smal003	Listen and type the Russian you hear.	Я из шта́та Миссу́ри	[sound:zastolom_smal003.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p3 type_dictation source_smal003
dictation	smal004	Listen and type the Russian you hear.	Я живу́ в Аме́рике	[sound:zastolom_smal004.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p3 type_dictation source_smal004
dictation	smal005	Listen and type the Russian you hear.	Мы познако́мились …	[sound:zastolom_smal005.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p2 type_dictation source_smal005
dictation	smal006	Listen and type the Russian you hear.	Я немно́го говорю́ по-ру́сски	[sound:zastolom_smal006.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p1 type_dictation source_smal006
dictation	smal007	Listen and type the Russian you hear.	Хорошо́, спаси́бо	[sound:zastolom_smal007.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p1 type_dictation source_smal007
dictation	smal008	Listen and type the Russian you hear.	Норма́льно	[sound:zastolom_smal008.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p2 type_dictation source_smal008
dictation	smal009	Listen and type the Russian you hear.	Да, немно́го	[sound:zastolom_smal009.mp3]	Audio-only comprehension and Cyrillic spelling.	smalltalk p2 type_dictation source_smal009
dictation	list001	Listen and type the Russian you hear.	Как дела́?	[sound:zastolom_list001.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p1 type_dictation source_list001
dictation	list002	Listen and type the Russian you hear.	Отку́да вы?	[sound:zastolom_list002.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p1 type_dictation source_list002
dictation	list003	Listen and type the Russian you hear.	Кем вы рабо́таете?	[sound:zastolom_list003.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p2 type_dictation source_list003
dictation	list004	Listen and type the Russian you hear.	Вы говори́те по-ру́сски?	[sound:zastolom_list004.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p1 type_dictation source_list004
dictation	list005	Listen and type the Russian you hear.	Как ва́м Росси́я?	[sound:zastolom_list005.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p2 type_dictation source_list005
dictation	list006	Listen and type the Russian you hear.	Как вы познако́мились?	[sound:zastolom_list006.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p2 type_dictation source_list006
dictation	list007	Listen and type the Russian you hear.	Вам нра́вится …?	[sound:zastolom_list007.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p2 type_dictation source_list007
dictation	list008	Listen and type the Russian you hear.	Ещё?	[sound:zastolom_list008.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p1 type_dictation source_list008
dictation	list009	Listen and type the Russian you hear.	Бу́дете …?	[sound:zastolom_list009.mp3]	Audio-only comprehension and Cyrillic spelling.	listening p3 type_dictation source_list009
dictation	verb001	Listen and type the Russian you hear.	хочу́ / хоти́те	[sound:zastolom_verb001.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb001
dictation	verb002	Listen and type the Russian you hear.	могу́ / мо́жете	[sound:zastolom_verb002.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb002
dictation	verb003	Listen and type the Russian you hear.	говорю́ / говори́те	[sound:zastolom_verb003.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb003
dictation	verb004	Listen and type the Russian you hear.	понима́ю / понима́ете	[sound:zastolom_verb004.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb004
dictation	verb005	Listen and type the Russian you hear.	люблю́ / лю́бите	[sound:zastolom_verb005.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb005
dictation	verb006	Listen and type the Russian you hear.	рабо́таю / рабо́таете	[sound:zastolom_verb006.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb006
dictation	verb007	Listen and type the Russian you hear.	живу́ / живёте	[sound:zastolom_verb007.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb007
dictation	verb008	Listen and type the Russian you hear.	ем / еди́те	[sound:zastolom_verb008.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb008
dictation	verb009	Listen and type the Russian you hear.	пью / пьёте	[sound:zastolom_verb009.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb009
dictation	verb010	Listen and type the Russian you hear.	зна́ю / зна́ете	[sound:zastolom_verb010.mp3]	Audio-only comprehension and Cyrillic spelling.	verbs p3 type_dictation source_verb010
stress	firs001	Choose or say the correct stress: Здравствуйте<br>Hello (formal)	Здра́вствуйте	[sound:zastolom_firs001.mp3]	Stress placement drill.	first_contact p1 type_stress source_firs001
stress	firs002	Choose or say the correct stress: Добрый вечер<br>Good evening	До́брый ве́чер	[sound:zastolom_firs002.mp3]	Stress placement drill.	first_contact p1 type_stress source_firs002
stress	firs003	Choose or say the correct stress: Добрый день<br>Good afternoon	До́брый день	[sound:zastolom_firs003.mp3]	Stress placement drill.	first_contact p2 type_stress source_firs003
stress	firs004	Choose or say the correct stress: Доброе утро<br>Good morning	До́брое у́тро	[sound:zastolom_firs004.mp3]	Stress placement drill.	first_contact p2 type_stress source_firs004
stress	firs005	Choose or say the correct stress: Меня зовут Джо<br>My name is Joe	Меня́ зову́т Джо	[sound:zastolom_firs005.mp3]	Stress placement drill.	first_contact p1 type_stress source_firs005
stress	firs006	Choose or say the correct stress: Очень приятно<br>Very nice to meet you	О́чень прия́тно	[sound:zastolom_firs006.mp3]	Stress placement drill.	first_contact p1 type_stress source_firs006
stress	firs007	Choose or say the correct stress: Приятно познакомиться<br>Pleased to meet you	Прия́тно познако́миться	[sound:zastolom_firs007.mp3]	Stress placement drill.	first_contact p2 type_stress source_firs007
stress	firs008	Choose or say the correct stress: Рад познакомиться<br>Glad to meet you	Рад познако́миться	[sound:zastolom_firs008.mp3]	Stress placement drill.	first_contact p2 type_stress source_firs008
stress	firs009	Choose or say the correct stress: Разрешите представиться<br>Allow me to introduce myself	Разреши́те предста́виться	[sound:zastolom_firs009.mp3]	Stress placement drill.	first_contact p3 type_stress source_firs009
stress	firs010	Choose or say the correct stress: Спасибо, что пригласили<br>Thank you for inviting me	Спаси́бо, что пригласи́ли	[sound:zastolom_firs010.mp3]	Stress placement drill.	first_contact p1 type_stress source_firs010
stress	firs011	Choose or say the correct stress: Спасибо, что приняли<br>Thank you for having me	Спаси́бо, что приня́ли	[sound:zastolom_firs011.mp3]	Stress placement drill.	first_contact p2 type_stress source_firs011
stress	firs012	Choose or say the correct stress: До свидания<br>Goodbye	До свида́ния	[sound:zastolom_firs012.mp3]	Stress placement drill.	first_contact p2 type_stress source_firs012
stress	firs013	Choose or say the correct stress: Спокойной ночи<br>Good night	Споко́йной но́чи	[sound:zastolom_firs013.mp3]	Stress placement drill.	first_contact p3 type_stress source_firs013
stress	poli001	Choose or say the correct stress: Спасибо<br>Thank you	Спаси́бо	[sound:zastolom_poli001.mp3]	Stress placement drill.	politeness p1 type_stress source_poli001
stress	poli002	Choose or say the correct stress: Спасибо большое<br>Thank you very much	Спаси́бо большо́е	[sound:zastolom_poli002.mp3]	Stress placement drill.	politeness p1 type_stress source_poli002
stress	poli003	Choose or say the correct stress: Пожалуйста<br>Please / You're welcome	Пожа́луйста	[sound:zastolom_poli003.mp3]	Stress placement drill.	politeness p1 type_stress source_poli003
stress	poli004	Choose or say the correct stress: Извините<br>Excuse me / sorry (formal)	Извини́те	[sound:zastolom_poli004.mp3]	Stress placement drill.	politeness p1 type_stress source_poli004
stress	poli005	Choose or say the correct stress: Простите<br>Pardon me / sorry (formal)	Прости́те	[sound:zastolom_poli005.mp3]	Stress placement drill.	politeness p2 type_stress source_poli005
stress	poli006	Choose or say the correct stress: Можно?<br>May I?	Мо́жно?	[sound:zastolom_poli006.mp3]	Stress placement drill.	politeness p2 type_stress source_poli006
stress	poli008	Choose or say the correct stress: Нет, спасибо<br>No, thank you	Нет, спаси́бо	[sound:zastolom_poli008.mp3]	Stress placement drill.	politeness p1 type_stress source_poli008
stress	poli009	Choose or say the correct stress: Я ещё учу русский<br>I'm still learning Russian	Я ещё учу́ ру́сский	[sound:zastolom_poli009.mp3]	Stress placement drill.	politeness p1 type_stress source_poli009
stress	poli010	Choose or say the correct stress: Повторите, пожалуйста<br>Could you repeat, please	Повтори́те, пожа́луйста	[sound:zastolom_poli010.mp3]	Stress placement drill.	politeness p1 type_stress source_poli010
stress	poli011	Choose or say the correct stress: Помедленнее, пожалуйста<br>Slower, please	Поме́дленнее, пожа́луйста	[sound:zastolom_poli011.mp3]	Stress placement drill.	politeness p1 type_stress source_poli011
stress	poli012	Choose or say the correct stress: Я не понимаю<br>I don't understand	Я не понима́ю	[sound:zastolom_poli012.mp3]	Stress placement drill.	politeness p1 type_stress source_poli012
stress	poli013	Choose or say the correct stress: Я понимаю<br>I understand	Я понима́ю	[sound:zastolom_poli013.mp3]	Stress placement drill.	politeness p2 type_stress source_poli013
stress	poli014	Choose or say the correct stress: Понятно<br>Got it / I see	Поня́тно	[sound:zastolom_poli014.mp3]	Stress placement drill.	politeness p2 type_stress source_poli014
stress	poli015	Choose or say the correct stress: Хорошо<br>Good / OK	Хорошо́	[sound:zastolom_poli015.mp3]	Stress placement drill.	politeness p1 type_stress source_poli015
stress	poli016	Choose or say the correct stress: Отлично<br>Great	Отли́чно	[sound:zastolom_poli016.mp3]	Stress placement drill.	politeness p2 type_stress source_poli016
stress	poli017	Choose or say the correct stress: Как по-русски …?<br>How do you say … in Russian?	Как по-ру́сски …?	[sound:zastolom_poli017.mp3]	Stress placement drill.	politeness p3 type_stress source_poli017
stress	toas001	Choose or say the correct stress: За встречу!<br>To our getting together!	За встре́чу!	[sound:zastolom_toas001.mp3]	Stress placement drill.	toasts p1 type_stress source_toas001
stress	toas002	Choose or say the correct stress: За знакомство!<br>To getting to know each other!	За знако́мство!	[sound:zastolom_toas002.mp3]	Stress placement drill.	toasts p2 type_stress source_toas002
stress	toas003	Choose or say the correct stress: За родителей!<br>To the parents!	За роди́телей!	[sound:zastolom_toas003.mp3]	Stress placement drill.	toasts p2 type_stress source_toas003
stress	toas004	Choose or say the correct stress: За хозяйку!<br>To the hostess! (who cooked)	За хозя́йку!	[sound:zastolom_toas004.mp3]	Stress placement drill.	toasts p2 type_stress source_toas004
stress	toas005	Choose or say the correct stress: За хозяев!<br>To the hosts!	За хозя́ев!	[sound:zastolom_toas005.mp3]	Stress placement drill.	toasts p2 type_stress source_toas005
stress	toas006	Choose or say the correct stress: За ваше здоровье!<br>To your health! (formal)	За ва́ше здоро́вье!	[sound:zastolom_toas006.mp3]	Stress placement drill.	toasts p1 type_stress source_toas006
stress	toas007	Choose or say the correct stress: За здоровье!<br>To health!	За здоро́вье!	[sound:zastolom_toas007.mp3]	Stress placement drill.	toasts p2 type_stress source_toas007
stress	toas008	Choose or say the correct stress: За семью!<br>To the family!	За семью́!	[sound:zastolom_toas008.mp3]	Stress placement drill.	toasts p2 type_stress source_toas008
stress	toas009	Choose or say the correct stress: За любовь!<br>To love!	За любо́вь!	[sound:zastolom_toas009.mp3]	Stress placement drill.	toasts p2 type_stress source_toas009
stress	toas010	Choose or say the correct stress: За молодых!<br>To the newlyweds!	За молоды́х!	[sound:zastolom_toas010.mp3]	Stress placement drill.	toasts p3 type_stress source_toas010
stress	toas011	Choose or say the correct stress: Будем здоровы!<br>Let's be healthy! (full toast)	Бу́дем здоро́вы!	[sound:zastolom_toas011.mp3]	Stress placement drill.	toasts p2 type_stress source_toas011
stress	toas012	Choose or say the correct stress: Я хочу сказать тост за …<br>I want to make a toast to …	Я хочу́ сказа́ть тост за …	[sound:zastolom_toas012.mp3]	Stress placement drill.	toasts p2 type_stress source_toas012
stress	toas013	Choose or say the correct stress: Давайте выпьем за это!<br>Let's drink to that!	Дава́йте вы́пьем за э́то!	[sound:zastolom_toas013.mp3]	Stress placement drill.	toasts p3 type_stress source_toas013
stress	toas014	Choose or say the correct stress: до дна<br>'to the bottom' (drain the glass)	до дна́	[sound:zastolom_toas014.mp3]	Stress placement drill.	toasts p3 type_stress source_toas014
stress	toas015	Choose or say the correct stress: бокал<br>(wine) glass	бока́л	[sound:zastolom_toas015.mp3]	Stress placement drill.	toasts p3 type_stress source_toas015
stress	toas016	Choose or say the correct stress: рюмка<br>shot glass (for vodka)	рю́мка	[sound:zastolom_toas016.mp3]	Stress placement drill.	toasts p3 type_stress source_toas016
stress	fami001	Choose or say the correct stress: семья<br>family	семья́	[sound:zastolom_fami001.mp3]	Stress placement drill.	family p2 type_stress source_fami001
stress	fami002	Choose or say the correct stress: жена<br>wife	жена́	[sound:zastolom_fami002.mp3]	Stress placement drill.	family p2 type_stress source_fami002
stress	fami007	Choose or say the correct stress: шурин<br>wife's brother (your brother-in-law)	шу́рин	[sound:zastolom_fami007.mp3]	Stress placement drill.	family p3 type_stress source_fami007
stress	fami008	Choose or say the correct stress: сестра жены<br>wife's sister (your sister-in-law)	сестра́ жены́	[sound:zastolom_fami008.mp3]	Stress placement drill.	family p3 type_stress source_fami008
stress	fami009	Choose or say the correct stress: мама<br>mom	ма́ма	[sound:zastolom_fami009.mp3]	Stress placement drill.	family p2 type_stress source_fami009
stress	fami010	Choose or say the correct stress: папа<br>dad	па́па	[sound:zastolom_fami010.mp3]	Stress placement drill.	family p2 type_stress source_fami010
stress	fami011	Choose or say the correct stress: родители<br>parents	роди́тели	[sound:zastolom_fami011.mp3]	Stress placement drill.	family p2 type_stress source_fami011
stress	fami012	Choose or say the correct stress: бабушка<br>grandmother	ба́бушка	[sound:zastolom_fami012.mp3]	Stress placement drill.	family p2 type_stress source_fami012
stress	fami013	Choose or say the correct stress: дедушка<br>grandfather	де́душка	[sound:zastolom_fami013.mp3]	Stress placement drill.	family p2 type_stress source_fami013
stress	fami017	Choose or say the correct stress: сестра<br>sister	сестра́	[sound:zastolom_fami017.mp3]	Stress placement drill.	family p3 type_stress source_fami017
stress	fami018	Choose or say the correct stress: дети<br>children	де́ти	[sound:zastolom_fami018.mp3]	Stress placement drill.	family p3 type_stress source_fami018
stress	fami019	Choose or say the correct stress: Я люблю вашу дочь<br>I love your daughter	Я люблю́ ва́шу дочь	[sound:zastolom_fami019.mp3]	Stress placement drill.	family p1 type_stress source_fami019
stress	food001	Choose or say the correct stress: Приятного аппетита!<br>Bon appétit!	Прия́тного аппети́та!	[sound:zastolom_food001.mp3]	Stress placement drill.	food p1 type_stress source_food001
stress	food002	Choose or say the correct stress: Очень вкусно!<br>Very tasty!	О́чень вку́сно!	[sound:zastolom_food002.mp3]	Stress placement drill.	food p1 type_stress source_food002
stress	food003	Choose or say the correct stress: Вкусно!<br>Tasty!	Вку́сно!	[sound:zastolom_food003.mp3]	Stress placement drill.	food p2 type_stress source_food003
stress	food004	Choose or say the correct stress: Спасибо, было очень вкусно<br>Thank you, it was delicious	Спаси́бо, бы́ло о́чень вку́сно	[sound:zastolom_food004.mp3]	Stress placement drill.	food p1 type_stress source_food004
stress	food005	Choose or say the correct stress: Мне очень нравится<br>I really like it	Мне о́чень нра́вится	[sound:zastolom_food005.mp3]	Stress placement drill.	food p2 type_stress source_food005
stress	food006	Choose or say the correct stress: Я наелся<br>I'm full (I've eaten my fill)	Я нае́лся	[sound:zastolom_food006.mp3]	Stress placement drill.	food p2 type_stress source_food006
stress	food007	Choose or say the correct stress: Можно ещё?<br>May I have more?	Мо́жно ещё?	[sound:zastolom_food007.mp3]	Stress placement drill.	food p2 type_stress source_food007
stress	food008	Choose or say the correct stress: Спасибо, не надо<br>Thanks, I'm good (no need)	Спаси́бо, не на́до	[sound:zastolom_food008.mp3]	Stress placement drill.	food p2 type_stress source_food008
stress	food009	Choose or say the correct stress: Передайте, пожалуйста, хлеб<br>Please pass the bread	Переда́йте, пожа́луйста, хлеб	[sound:zastolom_food009.mp3]	Stress placement drill.	food p3 type_stress source_food009
stress	food010	Choose or say the correct stress: Можно чаю?<br>May I have some tea?	Мо́жно ча́ю?	[sound:zastolom_food010.mp3]	Stress placement drill.	food p3 type_stress source_food010
stress	food012	Choose or say the correct stress: пельмени<br>meat dumplings	пельме́ни	[sound:zastolom_food012.mp3]	Stress placement drill.	food p3 type_stress source_food012
stress	food013	Choose or say the correct stress: блины<br>blini (thin pancakes)	блины́	[sound:zastolom_food013.mp3]	Stress placement drill.	food p3 type_stress source_food013
stress	food014	Choose or say the correct stress: оливье<br>Olivier (Russian potato salad)	оливье́	[sound:zastolom_food014.mp3]	Stress placement drill.	food p3 type_stress source_food014
stress	food016	Choose or say the correct stress: водка<br>vodka	во́дка	[sound:zastolom_food016.mp3]	Stress placement drill.	food p3 type_stress source_food016
stress	smal001	Choose or say the correct stress: Я юрист<br>I'm a lawyer (general — use this)	Я юри́ст	[sound:zastolom_smal001.mp3]	Stress placement drill.	smalltalk p2 type_stress source_smal001
stress	smal002	Choose or say the correct stress: Я из Америки<br>I'm from America	Я из Аме́рики	[sound:zastolom_smal002.mp3]	Stress placement drill.	smalltalk p2 type_stress source_smal002
stress	smal003	Choose or say the correct stress: Я из штата Миссури<br>I'm from the state of Missouri	Я из шта́та Миссу́ри	[sound:zastolom_smal003.mp3]	Stress placement drill.	smalltalk p3 type_stress source_smal003
stress	smal004	Choose or say the correct stress: Я живу в Америке<br>I live in America	Я живу́ в Аме́рике	[sound:zastolom_smal004.mp3]	Stress placement drill.	smalltalk p3 type_stress source_smal004
stress	smal005	Choose or say the correct stress: Мы познакомились …<br>We met …	Мы познако́мились …	[sound:zastolom_smal005.mp3]	Stress placement drill.	smalltalk p2 type_stress source_smal005
stress	smal006	Choose or say the correct stress: Я немного говорю по-русски<br>I speak a little Russian	Я немно́го говорю́ по-ру́сски	[sound:zastolom_smal006.mp3]	Stress placement drill.	smalltalk p1 type_stress source_smal006
stress	smal007	Choose or say the correct stress: Хорошо, спасибо<br>Good, thank you (answer to 'how are you')	Хорошо́, спаси́бо	[sound:zastolom_smal007.mp3]	Stress placement drill.	smalltalk p1 type_stress source_smal007
stress	smal008	Choose or say the correct stress: Нормально<br>Fine / OK (answer)	Норма́льно	[sound:zastolom_smal008.mp3]	Stress placement drill.	smalltalk p2 type_stress source_smal008
stress	smal009	Choose or say the correct stress: Да, немного<br>Yes, a little (answer)	Да, немно́го	[sound:zastolom_smal009.mp3]	Stress placement drill.	smalltalk p2 type_stress source_smal009
stress	list001	Choose or say the correct stress: Как дела?<br>How are you?	Как дела́?	[sound:zastolom_list001.mp3]	Stress placement drill.	listening p1 type_stress source_list001
stress	list002	Choose or say the correct stress: Откуда вы?<br>Where are you from?	Отку́да вы?	[sound:zastolom_list002.mp3]	Stress placement drill.	listening p1 type_stress source_list002
stress	list003	Choose or say the correct stress: Кем вы работаете?<br>What do you do for work?	Кем вы рабо́таете?	[sound:zastolom_list003.mp3]	Stress placement drill.	listening p2 type_stress source_list003
stress	list004	Choose or say the correct stress: Вы говорите по-русски?<br>Do you speak Russian?	Вы говори́те по-ру́сски?	[sound:zastolom_list004.mp3]	Stress placement drill.	listening p1 type_stress source_list004
stress	list005	Choose or say the correct stress: Как вам Россия?<br>How do you like Russia?	Как ва́м Росси́я?	[sound:zastolom_list005.mp3]	Stress placement drill.	listening p2 type_stress source_list005
stress	list006	Choose or say the correct stress: Как вы познакомились?<br>How did you two meet?	Как вы познако́мились?	[sound:zastolom_list006.mp3]	Stress placement drill.	listening p2 type_stress source_list006
stress	list007	Choose or say the correct stress: Вам нравится …?<br>Do you like …?	Вам нра́вится …?	[sound:zastolom_list007.mp3]	Stress placement drill.	listening p2 type_stress source_list007
stress	list009	Choose or say the correct stress: Будете …?<br>Will you have …? (offering)	Бу́дете …?	[sound:zastolom_list009.mp3]	Stress placement drill.	listening p3 type_stress source_list009
stress	verb001	Choose or say the correct stress: хочу / хотите<br>I want / you (pl/formal) want — хоте́ть	хочу́ / хоти́те	[sound:zastolom_verb001.mp3]	Stress placement drill.	verbs p3 type_stress source_verb001
stress	verb002	Choose or say the correct stress: могу / можете<br>I can / you can — мочь	могу́ / мо́жете	[sound:zastolom_verb002.mp3]	Stress placement drill.	verbs p3 type_stress source_verb002
stress	verb003	Choose or say the correct stress: говорю / говорите<br>I speak / you speak — говори́ть	говорю́ / говори́те	[sound:zastolom_verb003.mp3]	Stress placement drill.	verbs p3 type_stress source_verb003
stress	verb004	Choose or say the correct stress: понимаю / понимаете<br>I understand / you understand — понима́ть	понима́ю / понима́ете	[sound:zastolom_verb004.mp3]	Stress placement drill.	verbs p3 type_stress source_verb004
stress	verb005	Choose or say the correct stress: люблю / любите<br>I love / you love — люби́ть	люблю́ / лю́бите	[sound:zastolom_verb005.mp3]	Stress placement drill.	verbs p3 type_stress source_verb005
stress	verb006	Choose or say the correct stress: работаю / работаете<br>I work / you work — рабо́тать	рабо́таю / рабо́таете	[sound:zastolom_verb006.mp3]	Stress placement drill.	verbs p3 type_stress source_verb006
stress	verb007	Choose or say the correct stress: живу / живёте<br>I live / you live — жить	живу́ / живёте	[sound:zastolom_verb007.mp3]	Stress placement drill.	verbs p3 type_stress source_verb007
stress	verb008	Choose or say the correct stress: ем / едите<br>I eat / you eat — есть	ем / еди́те	[sound:zastolom_verb008.mp3]	Stress placement drill.	verbs p3 type_stress source_verb008
stress	verb010	Choose or say the correct stress: знаю / знаете<br>I know / you know — знать	зна́ю / зна́ете	[sound:zastolom_verb010.mp3]	Stress placement drill.	verbs p3 type_stress source_verb010
pronunciation	firs001	Listen, repeat aloud, then compare your stress and vowels.	Здра́вствуйте	[sound:zastolom_firs001.mp3]	Feedback targets: stress, vowel_reduction	first_contact p1 type_pronunciation source_firs001
pronunciation	firs002	Listen, repeat aloud, then compare your stress and vowels.	До́брый ве́чер	[sound:zastolom_firs002.mp3]	Feedback targets: stress, vowel_reduction	first_contact p1 type_pronunciation source_firs002
pronunciation	firs003	Listen, repeat aloud, then compare your stress and vowels.	До́брый день	[sound:zastolom_firs003.mp3]	Feedback targets: stress, vowel_reduction	first_contact p2 type_pronunciation source_firs003
pronunciation	firs004	Listen, repeat aloud, then compare your stress and vowels.	До́брое у́тро	[sound:zastolom_firs004.mp3]	Feedback targets: stress, vowel_reduction	first_contact p2 type_pronunciation source_firs004
pronunciation	firs005	Listen, repeat aloud, then compare your stress and vowels.	Меня́ зову́т Джо	[sound:zastolom_firs005.mp3]	Feedback targets: stress, vowel_reduction	first_contact p1 type_pronunciation source_firs005
pronunciation	firs006	Listen, repeat aloud, then compare your stress and vowels.	О́чень прия́тно	[sound:zastolom_firs006.mp3]	Feedback targets: stress, vowel_reduction	first_contact p1 type_pronunciation source_firs006
pronunciation	firs007	Listen, repeat aloud, then compare your stress and vowels.	Прия́тно познако́миться	[sound:zastolom_firs007.mp3]	Feedback targets: stress, vowel_reduction	first_contact p2 type_pronunciation source_firs007
pronunciation	firs008	Listen, repeat aloud, then compare your stress and vowels.	Рад познако́миться	[sound:zastolom_firs008.mp3]	Feedback targets: stress, vowel_reduction	first_contact p2 type_pronunciation source_firs008
pronunciation	firs009	Listen, repeat aloud, then compare your stress and vowels.	Разреши́те предста́виться	[sound:zastolom_firs009.mp3]	Feedback targets: stress, vowel_reduction	first_contact p3 type_pronunciation source_firs009
pronunciation	firs010	Listen, repeat aloud, then compare your stress and vowels.	Спаси́бо, что пригласи́ли	[sound:zastolom_firs010.mp3]	Feedback targets: stress, vowel_reduction	first_contact p1 type_pronunciation source_firs010
pronunciation	firs011	Listen, repeat aloud, then compare your stress and vowels.	Спаси́бо, что приня́ли	[sound:zastolom_firs011.mp3]	Feedback targets: stress, vowel_reduction	first_contact p2 type_pronunciation source_firs011
pronunciation	firs012	Listen, repeat aloud, then compare your stress and vowels.	До свида́ния	[sound:zastolom_firs012.mp3]	Feedback targets: stress, vowel_reduction	first_contact p2 type_pronunciation source_firs012
pronunciation	firs013	Listen, repeat aloud, then compare your stress and vowels.	Споко́йной но́чи	[sound:zastolom_firs013.mp3]	Feedback targets: stress, vowel_reduction	first_contact p3 type_pronunciation source_firs013
pronunciation	poli001	Listen, repeat aloud, then compare your stress and vowels.	Спаси́бо	[sound:zastolom_poli001.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli001
pronunciation	poli002	Listen, repeat aloud, then compare your stress and vowels.	Спаси́бо большо́е	[sound:zastolom_poli002.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli002
pronunciation	poli003	Listen, repeat aloud, then compare your stress and vowels.	Пожа́луйста	[sound:zastolom_poli003.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli003
pronunciation	poli004	Listen, repeat aloud, then compare your stress and vowels.	Извини́те	[sound:zastolom_poli004.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli004
pronunciation	poli005	Listen, repeat aloud, then compare your stress and vowels.	Прости́те	[sound:zastolom_poli005.mp3]	Feedback targets: stress, vowel_reduction	politeness p2 type_pronunciation source_poli005
pronunciation	poli006	Listen, repeat aloud, then compare your stress and vowels.	Мо́жно?	[sound:zastolom_poli006.mp3]	Feedback targets: stress, vowel_reduction	politeness p2 type_pronunciation source_poli006
pronunciation	poli008	Listen, repeat aloud, then compare your stress and vowels.	Нет, спаси́бо	[sound:zastolom_poli008.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli008
pronunciation	poli009	Listen, repeat aloud, then compare your stress and vowels.	Я ещё учу́ ру́сский	[sound:zastolom_poli009.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli009
pronunciation	poli010	Listen, repeat aloud, then compare your stress and vowels.	Повтори́те, пожа́луйста	[sound:zastolom_poli010.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli010
pronunciation	poli011	Listen, repeat aloud, then compare your stress and vowels.	Поме́дленнее, пожа́луйста	[sound:zastolom_poli011.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli011
pronunciation	poli012	Listen, repeat aloud, then compare your stress and vowels.	Я не понима́ю	[sound:zastolom_poli012.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli012
pronunciation	poli013	Listen, repeat aloud, then compare your stress and vowels.	Я понима́ю	[sound:zastolom_poli013.mp3]	Feedback targets: stress, vowel_reduction	politeness p2 type_pronunciation source_poli013
pronunciation	poli014	Listen, repeat aloud, then compare your stress and vowels.	Поня́тно	[sound:zastolom_poli014.mp3]	Feedback targets: stress, vowel_reduction	politeness p2 type_pronunciation source_poli014
pronunciation	poli015	Listen, repeat aloud, then compare your stress and vowels.	Хорошо́	[sound:zastolom_poli015.mp3]	Feedback targets: stress, vowel_reduction	politeness p1 type_pronunciation source_poli015
pronunciation	poli016	Listen, repeat aloud, then compare your stress and vowels.	Отли́чно	[sound:zastolom_poli016.mp3]	Feedback targets: stress, vowel_reduction	politeness p2 type_pronunciation source_poli016
pronunciation	poli017	Listen, repeat aloud, then compare your stress and vowels.	Как по-ру́сски …?	[sound:zastolom_poli017.mp3]	Feedback targets: stress, vowel_reduction	politeness p3 type_pronunciation source_poli017
